1;名站导航;1
2;常用工具;1
3;邮箱;1
4;微博｜博客;1
5;新闻｜头条;2
6;财经｜股票;2
7;军事｜时事;2
8;体育｜竞技;3
9;视频｜影视;3
10;图片｜美女;3
11;音乐｜MV;3
12;小说｜文学;3
13;娱乐｜八卦;3
14;搞笑｜笑话;3
15;社区｜论坛;3
16;游戏｜动漫;3
17;同城｜周边;4
18;社交｜婚恋;4
19;购物｜团购;4
20;旅游｜出行;4
21;健康｜询医;4
22;美食｜下厨;4
23;汽车;4
24;其他;4
25;学习｜培训;5
26;工作｜招聘;5
27;手机相关;6
28;科技｜技术;6
