90;土豆;http://m.tudou.com/index.do;9;0
91;乐视;http://wap.letv.com/;9;0
92;新浪视频;http://video.sina.cn/?vt=3&pos=23;9;0
93;PPTV;http://wap.pptv.com/;9;0
94;搜狐视频;http://m.tv.sohu.com/;9;0
95;56视频;http://3g.56.com/;9;0
96;激动网;http://m.joy.cn/pps/s.py?pg=p&gd=90;9;0
97;百度视频;http://video.baidu.com/;9;0
98;PPStream;http://www.pps.tv/;9;0
99;爱奇艺;http://www.iqiyi.com/;9;0
100;手机电影;http://m1905.cn/index.php?__SID=ebd21d3bd4845b3c1325e3a5e403f8be;9;0
101;百度图片;http://m.hao123.com/n/v/tupian/co?z=130000;10;0
102;花瓣;http://huaban.com/;10;0
103;堆糖;http://www.duitang.com/;10;0
104;新浪图片;http://eladies.sina.com.cn/photo/;10;0
105;养眼明星;http://www.17ys.com/tu/;10;0
106;美图专区;http://tu.5669.com/;10;0
107;摄影部落;http://digital.pconline.com.cn/photo/;10;0
108;天涯贴图;http://bbs.tianya.cn/list-no04-1.shtml;10;0
109;美图精选;http://www.5139.com/tu/;10;0
110;谷歌图片;http://images.google.com.hk/;10;0
111;猫扑贴图;http://tt.mop.com/;10;0
112;美女写真;http://wap.baidu.com/ssid=0/from=0/bd_page_type=1/uid=frontui_1270016348_1474/pu=sz%40224_220%2Cuc%400/img?tn=bddir&word=1&dw=w240&bs=240_320&pos=0&pn=0&pinf=0_6_0_@bdindex_@1_@240_320_@w240&sp=&mid=w240&class=meinvxiezhen;10;0
113;图霸夜色;http://41wap.com//;10;0
114;搞笑图片;http://wap2.qiushibaike.com/pic?slow;10;0
115;百度音乐;http://m.baidu.com/bd_page_type=1/pu=sz%40224%5F220%2Cusm%405%2Cta%40middle%5F%5F%5F3%5F534/uid=971355665BA5BB1AEFADD2D6C3F03950/t=wap/w=0_10_mp3/ssid=0/from=381b/l=0/tc?pn=11&m=0&src=list%2Emp3%2Ebaidu%2Ecom%2Findex%2Ehtml;11;0
116;酷狗;http://3g.kugou.com/x/?fr=wap;11;0
117;SO音乐;http://music.wap.soso.com/;11;0
118;天天动听;http://yy.ttpod.com/?s=s200;11;0
119;3G音乐;http://mp3.3g.cn/newindex.php?sid=0141133F625;11;0
120;多米音乐;http://wap.duomi.com/;11;0
121;QQ音乐;http://wfmusic.3g.qq.com/;11;0
122;音悦台;http://www.yinyuetai.com/;11;0
123;优酷音乐;http://music.youku.com/;11;0
124;一听音乐;http://www.1ting.com/;11;0
125;新浪音乐;http://ent.sina.cn/?sa=t81d33v30;11;0
126;宜搜小说;http://book.easou.com/;12;0
127;起点;http://h5.qidian.com/;12;0
128;小说阅读;http://3g.xs.cn/;12;0
129;潇湘书院;http://m.xxsy.net/;12;0
130;言情小说;http://m.xs8.cn/;12;0
131;书旗网;http://m.shuqiread.com/;12;0
132;红袖添香;http://wap.hongxiu.com/iphone/index.html;12;0
133;小说排行;http://top.baidu.com/buzz/book.html;12;0
134;纵横中文;http://www.zongheng.com/;12;0
135;云中书城;http://www.yuncheng.com/?rcid=11100000;12;0
136;新浪娱乐;http://ent.sina.cn/;13;0
137;搜狐娱乐;http://m.sohu.com/c/4/;13;0
138;网易娱乐;http://3g.163.com/ent/;13;0
139;凤凰娱乐;http://i.ifeng.com/ent/enti;13;0
140;腾讯娱乐;http://info.3g.qq.com/g/s?aid=ent_h&g_ut=2&;13;0
141;中国娱乐;http://gate.baidu.com/tc?src=www.67.com;13;0
142;天涯八卦;http://m.tianya.cn/bbs/list.jsp?item=funinfo;13;0
143;穿帮网;http://gate.baidu.com/bd_page_type=1/pu=0/uid=69819C7A2778D9FFBBF618CE0CC64341/ssid=0/from=default/tc?pn=11&m=0&src=www.chinabug.net%2F;13;0
144;女星排行;http://gate.baidu.com/bd_page_type=1/pu=0/uid=69819C7A2778D9FFBBF618CE0CC64341/ssid=0/from=default/tc?pn=11&m=0&src=top.baidu.com%2Fbuzz.php%3Fp%3DFStar;13;0
145;男星排行;http://gate.baidu.com/bd_page_type=1/pu=0/uid=69819C7A2778D9FFBBF618CE0CC64341/ssid=0/from=default/tc?pn=11&m=0&src=top.baidu.com%2Fbuzz.php%3Fp%3DMStar;13;0
146;优酷娱乐;http://gate.baidu.com/bd_page_type=1/pu=0/uid=69819C7A2778D9FFBBF618CE0CC64341/ssid=0/from=default/tc?pn=11&m=0&src=ent.youku.com%2F%2520.;13;0
147;糗事百科;http://wap2.qiushibaike.com/;14;0
148;新浪笑话;http://joke.sina.cn/;14;0
149;3G笑话;http://joke.3g.cn/joke3g.php;14;0
150;来福岛;http://3g.laifu.org/;14;0
151;笑话吧;http://wapp.baidu.com/f?kw=%E7%AC%91%E8%AF%9D&from=381b_w2;14;0
152;优酷搞笑;http://m.youku.com/wap/eachchannel?cid=94;14;0
153;冷笑话;http://weibo.cn/lxhjx;14;0
154;快乐麻花;http://m.kl688.com/;14;0
155;嘻嘻哈哈;http://wap.xxhh.net/forum.php;14;0
156;暴走漫画;http://m.baozoumanhua.com/;14;0
157;捧腹网;http://m.pengfu.com/;14;0
158;八目妖;http://gate.baidu.com/pn=7/bd_page_type=1/pu=0/tc?&m=0&src=www.haha168.com/;14;0
159;猫扑;http://3g.mop.com/;15;0
160;天涯;http://m.tianya.cn/index.jsp?t=60770;15;0
161;百度贴吧;http://tieba.baidu.com/index.html;15;0
162;豆瓣;http://www.douban.com/;15;0
163;新浪社区;http://bbs.sina.com.cn/;15;0
164;西祠胡同;http://m.xici.net/;15;0
165;搜狐社区;http://club.sohu.com/;15;0
166;淘宝论坛;http://bbs.taobao.com/;15;0
167;凯迪社区;http://www.kdnet.net/;15;0
168;大旗网;http://www.daqi.com/;15;0
169;139社区;http://5.weibo.10086.cn/index/html/enlarge/login?url=/index/html/enlarge/main#index/home/;15;0
170;19楼;http://www.19lou.com/wap;15;0
171;QQ游戏;http://csg.3g.qq.com/g/index.a;16;0
172;手机乐园;http://wap.shouji.com.cn/;16;0
173;17173;http://wap.17173.com/;16;0
174;百度游戏;http://d.m.baidu.com/game/?fr=baidu_hao123&v=2;16;0
175;动漫吧;http://wapp.baidu.com/f?kw=%E5%8A%A8%E6%BC%AB%E5%90%A7&order=1&pn=0&rn=10&from=0&ssid=0&bd_page_type=1&vit=aladdin;16;0
176;经典漫画;http://wap.jdmh.cn/;16;0
177;爱漫网;http://wap.2kk.mobi/;16;0
178;优酷动漫;http://m.youku.com/wap/eachchannel?cid=100;16;0
179;土豆动漫;http://m.tudou.com/category.do?v=3&channelId=9;16;0
180;有妖气;http://gate.baidu.com/bd_page_type=1/pu=0/uid=69819C7A2778D9FFBBF618CE0CC64341/ssid=0/from=default/tc?pn=11&m=0&src=www.u17.com%2F;16;0
181;爱漫画;http://gate.baidu.com/bd_page_type=1/pu=0/uid=69819C7A2778D9FFBBF618CE0CC64341/ssid=0/from=default/tc?pn=11&m=0&src=www.imanhua.com%2F;16;0
182;漫漫看;http://gate.baidu.com/bd_page_type=1/pu=0/uid=69819C7A2778D9FFBBF618CE0CC64341/ssid=0/from=default/tc?pn=11&m=0&src=www.manmankan.com%2F;16;0
183;多玩游戏;http://wap.duowan.com/;16;0
184;58同城;http://wap.58.com/;17;0
185;赶集网;http://wap.ganji.cn/;17;0
186;百姓网;http://shanghai.baixing.com/m/?changeLocation=1;17;0
187;搜房网;http://wap.soufun.com/;17;0
188;大众点评;http://wap.dianping.com/wap2/index.aspx?cd=3;17;0
189;百度身边;http://waps.baidu.com/;17;0
190;淘宝本地;http://bendi.m.taobao.com/coupon/q/index.htm;17;0
191;爱帮;http://wap.aibang.com/;17;0
192;饭统网;http://wap.fantong.com/;17;0
193;人人网;http://m.renren.com/;18;0
194;QQ空间;http://pt.3g.qq.com/s?aid=nLoginqz&sid=AQJ2SlmOxfr5Pzx4F_BkE_yN&KqqWap_Act=3&g_ut=2&go_url=http%3A%2F%2Fz.qq.com%2Findex.jsp;18;0
195;QQ朋友;http://pt.3g.qq.com/g/s?aid=cpgamelogin&cpid=700&gameid=7901&go_url=http%3A%2F%2Ff.qq.com%2Findex.php%3Fmod%3Dhome%26fromlogin%3D1%26flag%3D9;18;0
196;世纪佳缘;http://3g.jiayuan.com/;18;0
197;百合网;http://3g.baihe.com/index/index.html;18;0
198;珍爱网;http://m.zhenai.com/;18;0
199;嫁我网;http://m.marry5.com/index.m5;18;0
200;58交友;http://m.jiaoyou.58.com/;18;0
201;速配网;http://m.supei.com/;18;0
202;绝对100;http://m.juedui100.com/login.jsp?url=http://m.juedui100.com/msg.do;18;0
203;同城约会;http://3g.yuehui.163.com/mobile/;18;0
204;淘宝;http://m.taobao.com/;19;0
205;京东;http://m.360buy.com/;19;0
206;当当;http://m.dangdang.com/;19;0
207;聚美优品;http://m.jumei.com/;19;0
208;凡客;http://m.vancl.com/;19;0
209;天猫;http://m.tmall.com/;19;0
210;一号店;http://m.yihaodian.com/mw/index/1;19;0
211;聚划算;http://ju.m.taobao.com/;19;0
212;美丽说;http://wap.meilishuo.com/;19;0
213;蘑菇街;http://m.mogujie.com/;19;0
214;美团网;http://www.meituan.com/;19;0
215;团800;http://m.tuan800.com/;19;0
216;乐蜂网;http://m.lefeng.com/index.php/home/index/guid/50c94747dd335/tuniqid/50c94747dd71f;19;0
217;梦芭莎;http://t.moonbasa.com/?cn=11017&type=1&adsiteid=10000025&f=m;19;0
218;好乐买;http://m.okbuy.com/;19;0
219;唯品会;http://m.vipshop.com/;19;0
220;拉手网;http://m.lashou.com/;19;0
221;55BBS;http://wap.55bbs.com/;19;0
222;去哪儿;http://m.qunar.com/;20;0
223;携程;http://m.ctrip.com/wap/Default.aspx?sourceid=&verify=&adid=&campaignid=&refer=m.hao123.com&queryword=&sales=;20;0
224;艺龙;http://wap.elong.com/Hotel/Search?ext=75634909941309582242720~~ew~2;20;0
225;同程网;http://www.17u.cn/;20;0
226;途牛旅游;http://m.tuniu.com/;20;0
227;百度旅游;http://lvyou.baidu.com/main/webapp/index?fr=hao123;20;0
228;酷讯旅游;http://m.kuxun.cn/;20;0
229;违章查询;http://tools.iask.cn/iask/tools/clwg_index.php?vt=2;20;0
230;坐车网;http://zuoche.com/m/;20;0
231;12580;http://m.12580.com/w/?pid=&ci=&v=2&fid=&rtm=&lsh=&m=&mCnt=2;20;0
232;平安保险;http://wap.pingan.com/;20;0
233;39健康;http://3g.39.net/wap/i/index.html;21;0
234;新浪健康;http://health.sina.cn/;21;0
235;搜狐健康;http://m.sohu.com/c/20/?v=2;21;0
236;保健养生;http://wapiknow.baidu.com/browse/928?lm=0&ssid=0&from=381b_w2_1277199530&ptid=2&ppn=0;21;0
237;有问必答;http://wap.120ask.com/;21;0
238;寻医问药;http://wap.xywy.com/;21;0
239;疾病查询;http://wap.39.net/jbk/index.html;21;0
240;医院查询;http://wap.39.net/jbk/index.html;21;0
241;养生堂;http://m.39yst.com/;21;0
242;宝宝树;http://m.babytree.com/ask/;21;0
243;播种网;http://m.seedit.com/;21;0
244;美食天下;http://home.meishichina.com/wap.php;22;0
245;大众点评;http://wap.dianping.com/wap2/index.aspx?cd=3;22;0
246;饭统网;http://wap.fantong.com/;22;0
247;美食杰;http://m.meishij.net/html5/;22;0
248;豆果网;http://m.douguo.com/;22;0
249;星尚美食;http://m.meishi.enjoyoung.cn/;22;0
250;好豆网;http://m.haodou.com/;22;0
251;下厨房;http://www.xiachufang.com/;22;0
252;食神摇摇;http://wap.lehe.com/;22;0
253;美食酷图;http://m.poco.cn/wo/tag_list.php?cat_id=2;22;0
254;家常菜;http://m.hao123.com/n/v/jiachangcai?z=130000;22;0
255;汽车之家;http://m.autohome.com.cn/;23;0
256;爱卡汽车;http://www.xcar.com.cn/;23;0
257;太平洋;http://www.pcauto.com.cn/;23;0
258;易车;http://hangzhou.bitauto.com/?WT.mc_id=360kz&referrer=http://hao.360.cn/cars.html;23;0
259;网上车市;http://www.cheshi.com/;23;0
260;搜狐汽车;http://auto.sohu.com/;23;0
261;腾讯汽车;http://auto.qq.com/;23;0
262;360汽车;http://hao.360.cn/cars.html;23;0
263;新浪汽车;http://auto.sina.cn;23;0
264;中国汽车;http://www.chinacars.com/;23;0
265;星座;http://astro.3g.cn/constellation3g.php?sid=&wid=&waped=2&gaid=;24;0
266;福彩;http://m.hao123.com/n/v/caipiao/fucai/?z=1&1355369660;24;0
267;体彩;http://m.hao123.com/n/v/caipiao/ticai/?z=1&1355369662;24;0
268;中彩网;http://wap.zhcw.com/;24;0
269;双色球;http://m.cp22.com/class.php?id=2;24;0
270;百度经验;http://jingyan.baidu.com/m/;24;0
271;百度知道;http://wapiknow.baidu.com/;24;0
272;问问;http://wap.wenwen.soso.com/;24;0
273;互动百科;http://hudong.cn/home/hudong/?user=default;24;0
274;驾校知识;http://wap.jxedt.com/;24;0
275;瑞丽;http://wap.rayli.com.cn/;24;0
276;学习啦;http://www.xuexila.com/;25;0
277;我要自学;http://www.51zxw.net/;25;0
278;公开课;http://open.163.com/;25;0
279;传课网;http://www.chuanke.com/;25;0
280;百度文库;http://wenku.baidu.com/;25;0
281;豆丁网;http://www.docin.com/;25;0
282;新东方;http://www.xdf.cn/;25;0
283;粉笔网;http://www.fenbi.com/;25;0
284;教育在线;http://www.eol.cn/;25;0
285;恒星英语;http://www.hxen.com/englishstudy/xuexifangfa/;25;0
286;好课件吧;http://www.goodkejian.com/;25;0
287;会计网校;http://www.chinaacc.com/;25;0
288;前程无忧;http://3g.51job.com/;26;0
289;智联招聘;http://wap.zhaopin.com/;26;0
290;中华英才;http://www.chinahr.com/;26;0
291;猎聘网;http://www.lietou.com/?mscid=t_d_004;26;0
292;58招聘;http://www.58.com/?path=job.shtml;26;0
293;非你莫属;http://fnms.dajie.com/;26;0
294;猪八戒网;http://www.zhubajie.com/;26;0
295;威客中国;http://www.vikecn.com/;26;0
296;任务中国;http://www.taskcn.com/;26;0
297;蚕豆网;http://www.candou.com/iphone/apps/;27;0
298;苹果园;http://m.app111.com/;27;0
299;限时免费;http://m.app111.com/free/;27;0
300;壁纸;http://game.3533.com/tupian/640960.htm;27;0
301;威锋网;http://m.weiphone.com/;27;0
302;360壁纸;http://www.woxihuan.com/hot/tag/name/%E6%89%8B%E6%9C%BA%E5%A3%81%E7%BA%B8;27;0
303;超酷壁纸;http://b.app111.com/;27;0
304;爱Apps;http://www.iapps.im/;27;0
305;iphone攻略;http://jingyan.baidu.com/z/iphone2012/index.html;27;0
306;pp助手;http://www.25pp.com/;27;0
307;中国科技;http://www.stdaily.com/;28;0
308;新浪科技;http://tech.sina.cn/;28;0
309;环球科技;http://tech.huanqiu.com/;28;0
310;腾讯科技;http://tech.qq.com/;28;0
311;cocoachina;http://www.cocoachina.com/bbs/;28;0
312;CSDN;http://m.csdn.net/;28;0
313;techWeb;http://tech.techweb.com.cn/forum-10-1.html;28;0
314;移动开发;http://dev.10086.cn/;28;0
315;开源中国;http://www.oschina.net/;28;0
316;iteye;http://www.iteye.com/;28;0
